Title,Cast,Overview,Language,Genres,Primary_Mood,Moods,Genres_Source,Rating,release_year,has_release_year,Popularity_Scaled,Vote_Count_Scaled,Rating_Scaled,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,science fiction,thriller,tv movie,war,western,Language_english,Language_hindi,Language_kannada,Language_telugu,mood_admiration,mood_amusement,mood_anger,mood_approval,mood_caring,mood_confusion,mood_curiosity,mood_desire,mood_excitement,mood_fear,mood_joy,mood_love,mood_neutral,mood_optimism,mood_realization,mood_sadness,mood_surprise
non stop dhamaal,"amitabh bachchan, annu kapoor","satinder (annu kapoor), a film director with big dreams of working with famous stars, teams up with his friend amar (manoj joshi), a struggling film writer, to find someone who can invest in their new film project. as the story unfolds, it takes us through a whirlwind of confusion, emotional moments, and loads of comedy.",hindi,comedy,amusement,"amusement, confusion",original,6.0,2023.0,1,-1.0708064571157718,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
chalo america,"deven bhojani, mandar shinde, aashish chaudhary","three college boys think that everything american is fabulous; everything indian is backward. determined to get to america, they cook up one hair-brained scheme after another to get the all-important 'letter of sponsorship' from america.",hindi,comedy,approval,approval,original,6.0,1999.0,1,-1.0710769360859649,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
man-mauji,"kishore kumar, kumari naaz","raja's frequent brush with crime forces his sister rani to disown him, and she decides to work in dr. mohan's house. however, dr. mohan finds out the truth about rani and her brother.",hindi,comedy,realization,realization,original,6.0,1962.0,1,-1.071618045985573,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
crazy cukkad family,"swanand kirkire, shilpa shukla, kushal punjabi, siddharth sharma, praveena deshpande","this roller coaster ride begins with the wealthy mr. beri slipping into his third coma. his four estranged children have to make it back home to be there while their father ""hopefully"" breathes his last, leaving behind his huge estate in the mountains.",hindi,comedy,optimism,optimism,original,6.0,2015.0,1,-1.0724300910177609,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ulta seedha,"raj babbar, rati agnihotri, aruna irani, deven verma, shubha khote","justice m.k. roy is a traditional and orthodox gentleman, who is unable to understand nor appreciate the carelessness of today's youth. he has brought up his daughter, shobha, with these same traditions, and he hopes to get her married in a good household. to his shock and dismay, shobha is in love with ramesh saxena, an unemployed youth, who has no respect for tradition. justice roy is opposed to any alliance with ramesh in any way whatsoever, until and unless ramesh gets a suitable and respectable job, and learns to respect tradition. ramesh does get a job with a textile mill, and gets a bonus payment, which is to be presented to him in an open ceremony, presided over by justice roy. when the bonus payment is being handed over to ramesh, a woman comes forward and claims that ramesh is her husband, who had abandoned her soon after their marriage.",hindi,comedy,caring,"caring, love",original,8.0,1985.0,1,-1.0727008741532298,-0.758997940807967,1.4455036337415383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
elayichi,"nimrat kaur, divyendu sharma, vibha chibber",,hindi,comedy,joy,"joy, amusement",original,7.5,2015.0,1,0.182861949266056,-0.6190468013418342,1.058675462498952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
johar mehmood in hong kong,"i.s. johar, mehmood, sonia sahni, pran sikand, aruna irani",two swindlers keep trying to one up each other and get rich but finally learn there are more important things when they are enlisted in a scheme to marry an innocent girl in order to retrieve secret plans from a bank vault.,hindi,comedy,curiosity,curiosity,original,9.0,1971.0,1,-1.0748689682236798,-0.6190468013418342,2.219159976226711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pill hai ke manta nahi,"arya babbar, gopi bhalla, rashika pradhan, chestha bhagat, sharib hashmi","soon to be a father, a married man's life turns upside down when an act of infidelity leaves him dealing with a volatile situation. will he find a way out?",hindi,comedy,joy,"joy, amusement",original,6.0,2023.0,1,-1.078535020865703,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sallu ki shaadi,"zeenat aman, govardhan asrani, razak khan, kiran kumar","sallu ki shaadi is an upcoming indian romantic & action film directed by mohammad israr ansari.the film stars kashyap, arshin mehta, zeenat aman and asrani, razak khan, kiran kumar in supporting roles. the film is dedicated to actor salman khan.",hindi,comedy,love,love,original,6.0,2017.0,1,-1.0792149415404313,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rahul dua - oh hello!,rahul dua,"the funny and relatable rahul dua is in delhi for his first-ever stand-up comedy special. indian parents, his parents, the chai obsession, his passion - sleeping - why hotels are the worst when it comes to comfort and his one night stand, which became a mockdrill, literally - rahul is here to talk about it all with a surprise entry at the end.",hindi,comedy,amusement,"amusement, approval",original,8.0,2024.0,1,-1.0793509640811396,-0.758997940807967,1.4455036337415383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
call for fun,"zaan khan, shubhangi mehrotra, prashant kanaujia, charu asopa, parmeet sethi","yash incurs heavy losses in the business that his father left him to oversee. now, with the help of his friends, the young entrepreneur uses unorthodox means to make all that lost money back.",hindi,comedy,sadness,sadness,original,6.0,2017.0,1,-1.0798951823435556,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
darranchhoo,"smriti kalra, karan patel, manoj joshi, kiran bhargava, saanand verma",,hindi,comedy,joy,"joy, amusement",original,6.0,2023.0,1,0.2065157337997052,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stand-up shorts,"shreeja chaturvedi, shankar chugani, aadar malik, ramya ramapriya","amazon funnies presents stand up shorts a series with 4 stand-up sets that bring you unlimited laughs in 15 minutes. join us on this one hour long laughter ride with shreeja chaturvedi, aadar malik, ramya ramapriya and shankar chugani.",hindi,comedy,amusement,"amusement, joy",original,5.0,2021.0,1,-1.0808480578579531,-0.6190468013418342,-0.8754653937139797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pata nahi par bolna hai: a comedy special by karunesh talwar,karunesh talwar,"a breezy, hilarious special by one of india's top comedians (he wrote this himself) where he talks about his greatest fear - turning into a typical indian uncle. filmed in a comedy club in mumbai, the show has everything you'd expect from live stand up - plenty of thoughts that are of no use to humankind. if you have an hour to waste, this is a good way to do it.",hindi,comedy,amusement,"amusement, fear",original,8.5,2019.0,1,-1.0857585122585611,-0.6190468013418342,1.8323318049841248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bhaagte raho,"riya deepsi, mukesh fotwani, dinesh hingoo, mukesh khanna, rajpal yadav","how the life of an innocent cook (abhay raichand) who works in a military cantonment takes a twist and turns wherein he meets more 9 innocent and idiot people takes the audience on the laughter ride. the cook with dreams of creating his own army with 9 stupid people trains them, that makes the situation more comic. he finds his love (riya deepsi) at the same time and entangled with an unconditional term for achieving his love,",hindi,comedy,amusement,"amusement, love",original,6.0,2018.0,1,-1.0871254944923092,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
shahji ki advice,"jaspal bhatti, vivek shauq, anita sarin, asha sharma, rajinder nath",this movie will definitely tickle your funny bone as jaspal bhatti brings a very unusual consultancy. this is a consultancy that offers unusual solutions to everyday problems and extraordinary solutions to unusual problems. in short keep laughing your way to health.,hindi,comedy,amusement,"amusement, joy",original,6.0,2006.0,1,-1.0882200122833423,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vachan,"shashi kapoor, vimi, prem chopra, rajendranath malhotra, sulochana latkar","kamla lives a poor lifestyle in a small town in uttar pradesh, india, along with her widowed dad, dinanath, who works as an accountant with sarpanch journal, and two younger brothers, college-going kumar, and school-going 12 year old brother, kishore. dinanath's main aim is to get kamla married to her lover, wealthy prem, and ensure that kumar and kishore get a proper college education. when dinanath's eyesight becomes very weak, he starts making errors, and loses his job. he does manage to persuade his employer, laxmidas, to hire kumar once he gets his degree in arts. on the day of the results, kumar has an accident and passes away, a devastated dinanath bangs his head, injures himself, is hospitalized, recovers but loses his vision completely. as a result, kamla's wedding is canceled, prem reluctantly gets married to shyama; while kamla gets a job and starts to look after her dad and kishore.",hindi,comedy,love,love,original,6.0,1974.0,1,-1.090274470725566,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
maamu tension nai leneka,"sumeet vyas, sana, ali asgar, bharat jha, pavan malhotra","""maamu tension nai leneka"" a hindi feature film starring sumeet vyas, bharat jha, ali asgar, yudhvir",hindi,comedy,joy,"joy, amusement",original,6.0,2007.0,1,-1.0937050735984792,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ballavpur ki roopkatha,"anil charanjeett, ankita shrivastav, pradhuman singh, abha parmar, arvind vaidya","bhupati, the king of a sleepy town called ballavpur, owns a huge but dilapidated royal palace and 7 acres of land. but bhupathi, crippled by a huge debt, dreams of moving to calcutta after selling his palace- once he gets rid of the ghost that haunts it.",hindi,comedy,optimism,optimism,original,6.5,2017.0,1,-1.0941172938918455,-0.6190468013418342,0.2850191200137793,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
kuttipattalam,suresh gopi,kuttipattalam movie is about a commando trainee named vimal sharma who is a strict person. so the other commandos are afraid of him.,hindi,comedy,joy,"joy, amusement",original,6.0,2011.0,1,-1.094529631833587,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
haircut,"imran rasheed, faezeh jalali, shivani tanksale, kunal khemu, isha talwar",a simple story of a simple man who just want a simple haircut. sounds easy doesn't it?,hindi,comedy,joy,"joy, amusement",original,6.0,2014.0,1,-1.0950795988806037,-0.6190468013418342,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
shaadi aur election,varun grover,,hindi,comedy,joy,"joy, amusement",original,8.0,2024.0,1,-0.5041535420804587,-0.758997940807967,1.4455036337415383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
madhur virli: the iit dream,madhur virli,it's my story. hope you like it. i'd be v grateful if you share the video and subscribe to the channel.,hindi,comedy,optimism,optimism,original,7.0,2024.0,1,-1.0971438418593775,-0.758997940807967,0.6718472912563657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
family pack,"adnan sajid khan, akbar bin tabar, altaf hyder, r.k. (mama), faheem ul haq","the plot follows a familiar track of the not-very-well-off protagonists getting caught up in a money-related spin. the film, this time, ambitiously plonks double roles into the lead - not one face being featured twice, but two of them.",hindi,comedy,joy,"joy, amusement",original,5.0,2011.0,1,-1.100314753819429,-0.758997940807967,-0.8754653937139797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
behind veils,"seema biswas, ariana sanjani, bhagwan tiwari, ajay chourbey","when the us-raised girl from india, ana, attempts to start a library in her ancestral hometown in central india, her commendable intentions ignite a storm in the village's politics and bureaucracy. her journey, in absurd and satirical ways, unveils how books can be seen as dangerous for a prevailing system in india. ana then stands for the village council elections to deal with this impasse and she encounters further absurdity in the political and social systems.",hindi,comedy,joy,"joy, amusement",original,6.0,2023.0,1,-1.1023864956041902,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
culture vulture,"shaurya tyagi, suchitra pillai, rashi mal, katie iqbal, cameron crowe","anav kaushik, one hit film old bollywood star and stoner, has no opinion. on visarjan day of 2020, anav (shaurya tyagi), finds himself in an interview with his ex girlfriend ila chopra (rashi mal), a journalist who grills him about the politics in his nationalist and pro-police state films and allegations of drug use in bollywood. during the course of the day, the poster boy of the right, must figure a way to keep the increasing media glare away from his marijuana habit, cope with the angst of being a stranger to his ex once again, reflect upon his new hookup with potential and figure out what he wants most... when his whole career is at stake. all because of a few joints. now, he must take a stand. can he afford an opinion though? inspired by fake news and true events",hindi,comedy,caring,caring,original,5.0,2024.0,1,-1.1052919341429897,-0.758997940807967,-0.8754653937139797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
love ke funday,"pooja banerjee, shaleen bhanot, samiksha bhatnagar, rishank tiwari, harshvardhan joshi","four couples in a metropolitan city seek to find love amidst the hustle bustle. will their love win over the challenges like infidelity, commitment issues and monotony?",hindi,comedy,love,love,original,4.0,2016.0,1,-1.1054304342068513,-0.6190468013418342,-1.6491217361991524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
comedy is difficult,varun grover,,hindi,comedy,joy,"joy, amusement",original,7.0,2025.0,1,-0.4952284749508475,-0.758997940807967,0.6718472912563657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
subah subah,"aamir khan, ishrat khan, shubha khote","the film is about a young boy who has just finished graduation and is waiting for the result of a competitive examination. he is quite sure about getting through the examination, but his mother generally grumbles and assumes that her son is not capable of doing anything in this world. discouraged and fed up with all this, he goes to his college and meets his girlfriend. he does not want to lose these moments. one fine morning he is awakened by the excited voice of his mother informing him that he has been selected in the competitive examination!",hindi,comedy,anger,"anger, approval",original,6.0,1983.0,1,-1.1065389129531351,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sorry bhaisaab,"sharib hashmi, gauahar khan, jaspal sharma, sachin kathuria, khanica","this short film is a quirky tale of a middle-class couple , varun and kamla a.k.a kimmi, residing in a typical dda flats colony, and their desires, aspirations.",hindi,comedy,desire,desire,original,6.0,2021.0,1,-1.10750952999674,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dawat-e-shaadi,"adnan sajid khan, aziz naser, mast ali, shiva, kb jaani","dawat e shaadi is situation-based comedy and love story, with a traditional hyderabadi wedding as the backdrop.",hindi,comedy,amusement,"amusement, love",original,7.5,2016.0,1,-1.1084807995560535,-0.6190468013418342,1.058675462498952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
biwi aur makan,"biswajeet chatterjee, mehmood, badri prasad, bipin gupta, ashish kumar","four young men re-locate from a village in india, to a big city. while attempting to access accomodation, they are repeatedly told that rooms will only be rented to married couples, not to bachelors. frustrated at this, two of them disguise themselves as women, and pose as wives for the other two males. they are able to secure accomodation with the mishra family. complications arise when the two ""women"" fall in love with mishra's two lovely daughters - with results that can only be described as hilarious.",hindi,comedy,amusement,"amusement, approval",original,6.0,1966.0,1,-1.1115376188471386,-0.758997940807967,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
phati padi hai yaar,"inder kumar, sunil pal, kanishka soni, ibra khan, anjana das","phati padi hai yaar is a struggling actor who goes on a wrong path after he fails to get a break in films. in hope to become an actor, rushi (indra kumar) arrives in mumbai from delhi to become an actor. after rejections and failures, he is not able to handle the complications and takes up drinking, smoking and even becomes a womanizer. he receives the biggest shock when he is diagnosed with sexually transmitted disease. he attempts suicide on several occasions after being dejected but is too afraid to end his life. however, he continues to sleep around with women. he once again tries to commit suicide by jumping into the sea but is saved by the locals. his medical report states he doesnt have the disease anymore. at cinemas, rushi says to the audience to not do whatever he has done in his life. hereon, begins the story of rushi!",hindi,comedy,optimism,"optimism, surprise",original,6.0,2019.0,1,-1.114879723659076,-0.758997940807967,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
a great day,"surendra shah, sudharani sharma, appa umarani","a light comedy about a slovenly young man warned in the nick of time of the imminent visit of his fiance and prospective father-in-law. in the process of tidying up his room, ravi's frantic efforts to start from one side end up in disturbing the other. now, ravi is certain that he will never receive the old man's approval to marry his daughter. but being a dentist, the old man approves ravi for his well-set teeth.",hindi,comedy,amusement,"amusement, love",original,6.0,1965.0,1,-1.115019145942906,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
india fashion factory,"nikki tamboli, namashi chakraborty",a look into india's fashion industry.,hindi,comedy,joy,"joy, amusement",original,6.0,2023.0,1,-1.115019145942906,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
baj gai seeti,"manu rishi chadha, gulshan grover, mayur more, priitamm jaiswal, alam khan","mahinder and kallu are on the roll one last time, what happens when they are compelled to offer refuge to three students while the cops are on lookout.",hindi,comedy,joy,"joy, amusement",original,6.0,2022.0,1,-1.115019145942906,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aakash & prakash mehta: dark,aakash mehta,"thoughts that should not be thought out loud. jokes that tread the line of black and white. not for the weak of heart or strong of opinion. dark is hosted by aakash and performed by his twin brother prakash mehta, a man who has lost everything. he uses humour to cope with his divorce and lifes absurdities, bringing you the darkest material in town.",hindi,comedy,love,love,original,6.0,2024.0,1,-1.115716459251035,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
upsc - stand up comedy ft. anubhav singh bassi,anubhav singh bassi,my fifth stand up video is here! do write your upsc preparation experiences in comments and share with your friends.,hindi,comedy,joy,"joy, amusement",original,5.0,2023.0,1,-1.115716459251035,-0.758997940807967,-0.8754653937139797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bhanwarey,"shaurya singh, karhan dev, jashan singh, priyanka shukla","set in the late 90s in delhi, bhanwarey revolves around three friends and how they accidentally get involved in wrongdoings while trying to cure their sexual problem of premature ejaculation and to solve them and eventually get trapped between the law and a couple of gangster groups.",hindi,comedy,joy,"joy, amusement",original,6.0,2017.0,1,-1.115716459251035,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kautuk srivastava : anatomy of awkward,kautuk srivastava,"in this hilarious and deeply personal special, kautuk srivastava talks about his terrifying first date, almost starting a war with pakistan and how jet airways taught him the meaning of true love. this is anatomy of awkward.",hindi,comedy,amusement,"amusement, love",original,8.0,2018.0,1,-1.119907421622411,-0.758997940807967,1.4455036337415383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kunal kamra: uncle logic,kunal kamra,a stand up special in an attempt to understand the least constructive and most heard people in our communities uncles.,hindi,comedy,joy,"joy, amusement",original,7.0,2024.0,1,-1.12565480222055,-0.758997940807967,0.6718472912563657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aakash mehta: no smoking,aakash mehta,"in this comedy special no smoking, aakash mehta talks about travelling, marriage, health checkups, instagram and other addictions.",hindi,comedy,amusement,amusement,original,9.0,2023.0,1,-1.12565480222055,-0.758997940807967,2.219159976226711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milta hai chance by chance,"amita nangia, gracy singh, tiku talsania, mahesh thakur","milta hai chance by chance, a comedy movie. starring gracy singh, aslam khan, vishal kaushik is directed by ramesh modi. some of the story takes place while they are travelling in a car.",hindi,comedy,amusement,amusement,original,6.0,2011.0,1,-1.12565480222055,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 band radio,"pradhuman singh, hussein khan, neelu dogra, rahat kazmi, jitendra rai",,hindi,comedy,joy,"joy, amusement",original,5.0,2019.0,1,-0.2337551424150957,-0.758997940807967,-0.8754653937139797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
inki toh aisi ki thaisi,"dheer charan srivastav, r.k. (mama), preeti nigam, altaf hyder, akbar bin tabar","amidst concerns that prospective grooms in hyderabad are demanding too much dowry from middle-classed parents of prospective brides - compelling them to accept grooms from overseas - often leading to discord. in this atmosphere, hyder hyderabadi, an auto-rickshaw driver, who has fallen in love with tabassum, but does not have the courage to ask for her hand, is quite devastated when her family proposes that she marry a wealthy groom. things turn out to be in hyder's favor, and he is eventually accepted by her family. but things get chaotic after a dubai-returned bride, ameera, kills herself, and the wealthiest businessman in dubai, sheikh chilli, comes to hyderabad, along with two midget brothers, aujhoot and maujhoot, to get married for the second time - and the bride he has chosen to be his is none other than tabassum",hindi,comedy,anger,"anger, approval",original,3.0,2013.0,1,-1.1287482141207237,-0.758997940807967,-2.422778078684325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
trash joke & trial show snippets,abhishek upmanyu,trash joke & trial show snippets - stand up comedy by abhishek upmanyu,hindi,comedy,amusement,amusement,original,10.0,2019.0,1,-1.1322715134697918,-0.758997940807967,2.992816318711884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cows and momos of india,varun grover,"stand-up comedy by varun grover on cows and momos , how indians outrage and 2ab ki gajab kahaani ..",hindi,comedy,amusement,"amusement, anger",original,9.0,2019.0,1,-1.1322715134697918,-0.758997940807967,2.219159976226711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
security check,varun grover,,hindi,comedy,joy,"joy, amusement",original,9.0,2021.0,1,-0.4400067300968339,-0.758997940807967,2.219159976226711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rajat chauhan: engineering college to corporate,rajat chauhan,get ready to laugh with rajat chauhan as he takes you through the hilarious journey from engineering college to corporate life in this stand-up comedy special!,hindi,comedy,amusement,amusement,original,5.0,2024.0,1,-1.135803425987721,-0.758997940807967,-0.8754653937139797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aakash gupta: angry young man,aakash gupta,"angry young man is aakash guptas first hour-long standup digital comedy special. frustrated and grumpy about things he sees and feels, the comedian who is always asked, tu hasta kyu nahi? expresses his annoyance through humorous stories about life, from school days, to his recent trip to europe.",hindi,comedy,amusement,"amusement, anger",original,8.0,2023.0,1,-1.135803425987721,-0.758997940807967,1.4455036337415383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
its all in your head,"jyotsana rajpurohit, deepshikha rajpurohit, bhagayshree rajpurohit, bonita rajpurohit, manshree rajpurohit",,hindi,comedy,joy,"joy, amusement",original,6.0,2023.0,1,-0.4636182437964024,-0.9982459939628232,-0.101809051228807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
