Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID
Parampara,"Action, Drama",6.6,0.3826,14-05-1993,"Sunil Dutt, Vinod Khanna, Aamir Khan, Saif Ali Khan, Ashwini Bhave","In a remote region in India there has been a tradition of settling differences by fighting a duel with pistols with only one bullet in each of them. Such was the duel fought by Shankar and Thakur Bhavani Singh, with the latter emerging as the victor. Years later, Bhavani's son, Prithvi, returns from London, meets Shankar's son, Gora and daughter, Tara, befriends them, and eventually both Tara and Prithvi fall in love with each other. When Bhavani finds this out, he wants Prithvi to marry Rajeshwari, who comes from a rich family, and will destroy Gora Shankar and his tribe of gypsies. Unable to make up his mind, Prithvi ends up marrying both women, leading to Tara giving birth to a son, Pratap. Bhavani is enraged when he this out, he has Tara and a lot of their people slain, and their homes torched. Gora himself is arrested by the police, and sentenced to several years in prison...",8.0,
Salaakhen,"Action, Drama",6.4,0.3756,24-04-1998,"Sunny Deol, Raveena Tandon, Anupam Kher, Farida Jalal, Deven Verma","Separated by tragedy, two virtually inseparable childhood friends meet again, only to fall in love this time.",4.0,
Toofan,"Action, Drama",5.7,0.3705,10-08-1989,"Amitabh Bachchan, Meenakshi Sheshadri, Amrita Singh, Farooq Shaikh, Zarina Wahab","Two brothers (Toofan and Shyam) are separated at birth by their father, a police inspector. One grows up to be a magician, and the other, the legendary Toofan, hero of the poor. His father was falsely accused of stealing millions in gold and Toofan is on a mission to clear his father's name from the police records.",11.0,
Ram Shastra,"Action, Drama",5.0,0.3623,10-11-1995,"Jackie Shroff, Aditya Pancholi, Manisha Koirala, Deepti Bhatnagar, Anupam Kher",Ram Sinha does not know that he re-write his destiny by joining the police force and at the same time make enemy with a criminal don named Dhonga the great. Dhonga swears to avenge the death of his brother and subsequent imprisonment of 5 years jail term which Ram were responsible for. Meanwhile Ram gets marry to Anjail the sister of his assistant Inspector Kavi and both are parents to a baby boy. Years pass by and Dhonga jail term finally comes to an end; it is this opportunity he is waiting for to wreck havoc on Ram and his happy family.,1.0,
Maidan-E-Jung,"Action, Drama",7.5,0.4781,13-04-1995,"Akshay Kumar, Dharmendra, Karisma Kapoor, Gulshan Grover, Amrish Puri","Daata Guru (Amrish Puri) is a wealthy, powerful, and influential head of a village. He owns and controls all the villagers and their properties. Anyone who dares to raise their voice against him is crushed by his employee, Shankar (Dharmendra), and his sons, Guman (Gulshan Grover) and Karan (Akshay Kumar). When Daata Guru learns that Shankar has abducted his widowed daughter-in-law, Lakhsmi (Jaya Pradha), and has married her, he is enraged and wants Shankar dead. Daata Guru also instigates Karan against Shankar, and threatens the villagers to cut off their water supply if they do not turn in Shankar to him. What will Shankar do to protect his new wife and himself from the wrath of Daata Guru and his men?",4.0,
Cheetah,"Action, Drama",6.8,0.3552,10-05-1994,"Mithun Chakraborty, Ashwini Bhave, Shikha Swaroop, Prem Chopra, Gulshan Grover","An honest and diligent inspector is murdered with his family. However, he survives the attack and is in coma for a while. When he exits coma, he takes revenge by murdering the villains one by one to avenge his loved ones who died at the hands of the villains.",4.0,
Laawaris,"Action, Drama",6.5,0.3435,22-05-1981,"Amitabh Bachchan, Zeenat Aman, Amjad Khan, Rakhee Gulzar, Ranjeet Bedi","Left in the care of an alcoholic Gangu Ganpat, young Heera, who named himself after a stray dog, wrestles with life in his young age. Years later, now a young man , he works for Mahendar Singh and is in love with Mohini, who will not have anything to do with him due to his lack of ancestry. Heera is now determined to find out who his parents are, and the only one who can help him is the elusive, alcohol-induced and incoherent Gangu Ganpat.",15.0,
Pyar Ke Do Pal,"Action, Drama",7.3,0.3349,15-08-1986,"Mithun Chakraborty, Bindu Desai, Krishan Dhawan, Jagdeep, Simple Kapadia","In order to assist her close friend, Rajni Thakur, Geeta Choudhary, has an abortion in her name, so that Rajni can get married. When her secret gets leaked out, Geeta's husband, Ashok, blames her, accuses her of being unfaithful, and drives her out of his house. They have twins, Sunil and Anil, and each parent is allowed custody of one child. The children meet each other at Scout camp, and decide to re-unite their parents, without realizing that they are exposing not only them, but also each other, to danger and death.",3.0,
Mahaadev,"Action, Drama",4.0,0.3349,05-05-1989,"Vinod Khanna, Raj Babbar, Meenakshi Sheshadri, Sonu Walia, Shakti Kapoor","A cop leaves the police force due to undue criticism. He tries to live a quiet life with his family, but the anti-social elements force him to re-join the police force.",1.0,
Raaj Tilak,"Action, Drama",5.0,0.3253,09-08-1984,"Raaj Kumar, Sunil Dutt, Dharmendra, Kamal Haasan, Hema Malini","A king is cheated by his own men and his newborn son ends up in a gypsy camp. Several years later, when a substitute prince, Shamsher, inflicts atrocities on the royal family, the lost prince returns.",1.0,
Maa Tujhhe Salaam,"Action, Drama",3.0,0.3102,25-01-2002,"Sunny Deol, Tabu, Arbaaz Khan, Monal, Tinnu Verma","Bollywood superstar Sunny Deol plays Maj. Pratap Singh, who's in command of an Indian battalion guarding his country's border with Pakistan in this action-packed thriller from director Tinnu Verma. When Singh's girlfriend -- intelligence agent Sonia Khanna (Tabu) -- informs him that self-styled Pakistani leader Lala aims to rule Kashmir as a sovereign state, Singh finds an unexpected ally in a mercenary (Arbaaz Khan) once loyal to Lala.",5.0,
Adalat,"Action, Drama",6.5,0.3101,10-11-1976,"Amitabh Bachchan, Waheeda Rehman, Neetu Singh, Kader Khan, Harbans Darshan M. Arora","Nirmala (Nargis) is in love with Barrister Rajindra Singh (Pradeep Kumar) and they have plans to get married soon. But Nirmala's aunt is jealous to see her happiness and hence wants to marry her off to an uneducated villagers. The dispute turns big and Nirmala leaves her home. She takes a job in a dancing school, which turns out to be a front for a brothel.",2.0,
Lal Baadshah,"Action, Drama",5.5,0.301,05-03-1999,"Amitabh Bachchan, Manisha Koirala, Shilpa Shetty Kundra, Shakti Kapoor, Raghuvaran","Lal Baadshah is a 1999 Bollywood film directed by K.C. Bokadia and starring Amitabh Bachchan in a dual role, Raghuvaran, Manisha Koirala, Shilpa Shetty and Amrish Puri. Nirupa Roy also appears in her last film playing Bachchan's foster mother. This was Bachchan's third film since his comeback after a five-year hiatus; it failed at the box office but hit in Uttar Pradesh and Bihar.",11.0,
Batwara,"Action, Drama",8.8,0.3005,14-07-1989,"Dharmendra, Vinod Khanna, Shammi Kapoor, Amrita Singh, Dimple Kapadia","Amidst the fall of princely states in post-independence India, the friendship between Vikram, who comes from an aristocratic family, and a peasant is tested. Vikram turns vengeful after his brother is killed in a peasant colony.",3.0,
Shehzaade,"Action, Drama",3.0,0.2985,20-10-1989,"Dharmendra, Shatrughan Sinha, Jaya Prada, Moushumi Chatterjee, Dimple Kapadia","Suraj Singh lives with his widowed mother in a small hut in a Bombay city slum. He cannot stand injustice in any form and manner, and this places him in the bad books of Police Inspector Shankar Shrivastav . One day Suraj comes across an older male named Zorawar  he feels sorry for him, and brings him home to live with them. What Suraj does not know that Zorawar is a former jailbird, who has completed his sentence - which was for multiple murders and a rape of a woman named Gauri Shrivastav, who had vowed to kill Zorawar by any means possible. Although Gauri is no longer alive, her vow to avenge the death of her Police Inspector brother, and her rape, are still alive and raging in Shankar. To complicate matters further Suraj finds out that his mother, Padmini, is having an affair with Zorawar. What will Suraj do under these circumstances, will he take steps to oust Zorawar and alert Shankar?",1.0,
Singh Saab the Great,"Action, Drama",4.795,1.179,22-11-2013,"Sunny Deol, Amrita Rao, Prakash Raj, Sanjay Mishra, Yashpal Sharma",,22.0,
Satellite Shankar,"Action, Drama",7.6,0.2943,08-11-2019,"Sooraj Pancholi, Megha Akash, Palomi Ghosh, Upendra Limaye, Asif Basra","Indian Army soldier Shankar gets injured in cross-firing at the border. Senior Officer suggests he take 8 days to rest after consultation with doctors. Shankar requests for leave instead of rest, officers agree and tell him to report to duty on the morning of the 8th day. While traveling, he helps citizens and ends up missing his train. Online news reporter covers his story without acknowledging him. The story later revolves around how he reaches his home and then back to duty in a short span of time.",7.0,
Suraj,"Action, Drama",10.0,0.2876,27-06-1997,"Mithun Chakraborty, Suresh Oberoi, Ayesha Julka, Reema Lagoo, Puneet Issar","This is a story about two brothers. The older brother is a police officer, and the younger brother, whose name is Suraj  is a regular truck driver. There is a Gulf of misunderstanding between them, as is often the case between brothers, and Suraj's Affairs are always wrong in the eyes of the elder.  But if the older one has problems, the younger one is willing to die to protect his brother's reputation. And so, independently of each other, the two brothers try to meet each other halfway. But how difficult this path is!",1.0,
Yalgaar,"Action, Drama",4.8,0.2861,23-10-1992,"Feroz Khan, Sanjay Dutt, Kabir Bedi, Manisha Koirala, Nagma",Childhood friends became enemies when one Mahendra Ashwini Kumar grows up to be Additional Police Commissioner and the other Raj Pratap Singhal becomes a smuggler.,5.0,
Apne Dam Par,"Action, Drama",5.0,0.2815,01-01-1996,"Vikas Anand, Sonali Bendre, Mithun Chakraborty, Shilpa Shirodkar, Avtar Gill","Ram (Mithun Chakraborty) and Sapna Saxena (Shilpa Shirodkar) are in love. Sapna's brother Ranjit Saxena (Shakti Kapoor) is considered as best businessman of India. He is very proud of his wealth and status. He is planning to marry his sister to his business partner Verma's (Raza Murad) house. However, when Ranjit comes to know that his sister is in love with Ram who is merely a motor mechanic, he becomes furious. He tries to convince Ram to leave his sister by offering him money but Ram rejects his offer. Ranjit plans to murder Ram. But Sapna comes his way and sacrifices her life for Ram. The history repeats itself when Ram's younger brother Shayam (Irfan Kamal) and Ranjit's sister Divya Saxena (Anita Sharadda Nigam) fall in love. Will Shayam and Divya face the same consequences as Ram and Sapna or Ram will succeed to get his brother's love that is film's climax.",1.0,
Koyelaanchal,"Action, Drama",6.9,1.1448,09-05-2014,"Vinod Khanna, Roopali Krishnarao, Suniel Shetty, Ravi Singh, Vipinno",,4.0,
Pratigyabadh,"Action, Drama",5.7,0.2792,19-07-1991,"Mithun Chakraborty, Sunil Dutt, Kumar Gaurav, Anupam Kher, Neelam Kothari","After her husband, Baburam Yadav, travels to Bombay to try and re-pay his loan to the local money-lender, Lala Sukhilal, his wife, Laxmi, and three children Sheila, Shakti, and Shankar, are...",3.0,
Desh Premee,"Action, Drama",4.3,0.2689,23-04-1982,"Amitabh Bachchan, Hema Malini, Parveen Babi, Shammi Kapoor, Prem Chopra","Master Dinanth (Amitabh Bachchan) is a freedom fighter and led the war against the British in 1942 and eventually won the independence in 1947. But after independence, the people's love for their country seems to be diminishing and they are too busy betraying it like rich businessman Thakur Pratab Singh (Amjad Khan). Masterji finds out about Thakur Pratab Singh's illegal activities such as smuggling of weapons and ammunition and gets him arrested. In revenge for putting him in prison, Pratab Singh gets Masterji's wife Bharati (Sharmila Tagore) and daughter Priti (Parveen Babi) kidnapped by Thakur's partner in crime Sher Singh (Kader Khan) to try and change his ways but to no avail. Thakur also provokes an attack on Masterji's home by the local villagers who accuse Dinanath of betraying his country and he is forced to flee his home with his young son Raju. His wife becomes a victim of leprosy and escapes from Sher Singh leaving her daughter Priti in a friend's care.",6.0,
Lahoo Ke Do Rang,"Action, Drama",4.727,0.7252,21-03-1997,"Naseeruddin Shah, Akshay Kumar, Karisma Kapoor, Farha Naaz, Suresh Oberoi","Lahoo Ke Do Rang is about customs officer Bharat Srivastav who lives a middle-class life with his sister Rajni, wife Sangita and a small son. Rajni is soon to get married to Inspector Gautam. He is known for his unorthodox methods of apprehending smugglers, and it is these methods that land him in trouble with the Shikari brothers. Bharat decides to oppose them, and as a result the Shikari brothers recruit false eye-witnesses, pay them to give false testimonies and get the complaint dismissed. When Bharat persists, his family is abducted and subsequently killed. Bharat manages to kill some of the culprits, however, is arrested, found guilty and sentenced to life imprisonment. On the way to prison, the vehicle meets with an accident, killing everyone on board. Relieved at the death of their nemesis, the Shikari brothers celebrate only to find out that they now have a new unknown enemy, an enemy who will kill them one by one for an unknown reason.",11.0,
Bhaiyya Ji,"Action, Drama",6.286,1.0077,24-05-2024,"Manoj Bajpayee, Suvinder Vicky, Jatin Goswami, Zoya Hussain, Vipin Sharma","After his younger brother is tragically killed over a petty argument, a feared and retired criminal Bhaiyya Ji, sets out to seek justice against the powerful Gujjar responsible, mobilizing his loyal comrades and igniting a wave of vengeance that threatens to shake the criminal underworld.",7.0,
Khoon Ka Karz,"Action, Drama",4.0,0.2638,01-03-1991,"Vinod Khanna, Rajinikanth, Sanjay Dutt, Dimple Kapadia, Kimi Katkar","Three orphans are arrested for committing multiple crimes. During their trial, they start recounting the story of the lives and how tough times forced them into a life of crime.",1.0,
Bhavesh Joshi Superhero,"Action, Drama",7.4,0.2611,01-06-2018,"Harshvardhan Kapoor, Priyanshu Painyuli, Dhritiman Chatterjee, Nishikant Kamat, Ashish Verma","A young man who stands for the right discovers that he's destined to do bigger things, which will transform him from a common man into a Superhero.",45.0,
Shandaar,"Action, Drama",5.8,0.2608,02-03-1990,"Mithun Chakraborty, Mandakini, Meenakshi Sheshadri, Juhi Chawla Mehta, Sumeet Saigal","A 1990 Hindi film. Shanker comes from a poor family. He falls in love with a woman from a middle-class background named Rani. Shanker has another admirer in Anita Chaurasia, daughter of a multi-millionaire industrialist and politician, Rai Bahadur Arjun Chaurasia. Shanker comes to know the details of the wrong-doings of Arjun, and sets out to expose him. Arjun comes to know about Shanker's plans, and hires a notorious gangster named Dhaga, to dispose off Shanker. And Dhaga has never failed in any job. Written by rAjOo (gunwanti@hotmail.com)",4.0,
Jaal,"Action, Drama",5.2,0.2599,14-02-1986,"Rekha, Mithun Chakraborty, Mandakini, Moon Moon Sen, Amrit Pal","Shankar's father leaves the family for Meenabai. He later learns that his father is dead. He sets out to find out Meenabai, who he thinks is behind his father's death.",6.0,
Phool Aur Angaar,"Action, Drama",5.7,0.2593,02-08-1993,"Mithun Chakraborty, Shanti Priya, Prem Chopra, Goga Kapoor",Action-packed thriller featuring Mithun Chakrobarthy,3.0,
Jallaad,"Action, Drama",5.5,0.2556,15-09-1995,"Mithun Chakraborty, Kader Khan, Shakti Kapoor, Puneet Issar, Rambha",An unscruplous politician enlists the help of a supposedly illiterate and simple-minded man to win an election,3.0,
Gundaraj,"Action, Drama",7.8,0.2548,06-09-1995,"Amrish Puri, Kajol, Govardhan Asrani, Ajay Devgn, Mohnish Behl","Ajay is framed and sentenced to seven years in prison for the rape of three women. After four years he's out for good behaviour, and seeks revenge.",5.0,
Khuddar,"Action, Drama",4.25,1.0,16-03-1994,"Govinda, Karisma Kapoor, Shakti Kapoor, Kader Khan, Shreeram Lagoo","A lone honest cop fights back against forces much more powerful than him as his city descends into a hellish nightmare of violence, rape, and corruption.",8.0,
Desi Kattey,"Action, Drama",6.0,0.6512,26-09-2014,"Akhil Kapur, Jay Bhanushali, Suniel Shetty, Tia Bajpai, Claudia Ciesla","Desi Kattey is the story of two orphans who grow up in a remote village, making country guns to earn their livelihood. The film traces their journey, as they go on to become national level shooters.Desi Kattey is based in a small village of the Kanpur District of Uttar Pradesh, Mungera, which is famous for its geographical location i.e. at the shore of Holy river Ganga and manufacturing cum production of the country made guns, this story is about two young kids Pali and Gyani. Pali and Gyani alike other orphan kids with no support system work as a labor in one of such country made gun manufacturing factory for their survival.",1.0,
Kalicharan,"Action, Drama",6.0,0.2505,07-02-1976,"Shatrughan Sinha, Reena Roy, Ajit Khan, Premnath Malhotra, Danny Denzongpa","A police officer goes undercover to catch a wealthy and reputable person, who is involved in criminal activities.",3.0,
Khuda Kasam,"Action, Drama",0.0,0.2488,26-10-2010,"Tabu, Sunny Deol, Farida Jalal, Govind Namdeo, Ashish Vidhyarthi","Ranvir helps his criminal boss in camouflaging a murder. Thereafter, Ranvir is declared dead and assumes a new identity. Years later, realising that Ranvir is alive, his son decides to confront him.",0.0,
Kala Bazaar,"Action, Drama",5.9,0.2455,27-09-1989,"Anil Kapoor, Jackie Shroff, Farha Naaz, Kimi Katkar, Kader Khan","In modern secular India corruption, nepotism, caste, and favoritism has taken root all the way from Kashmir to Kanyakumari, sparing no one in it's wake. Bombay Municipal Corporation's employee Kimtilal is one such person who had to pay a bribe to a gynecologist so that his wife, Shanti, can give premature birth to their son, Kamal. When Kamal grew up, Kimtilal had to pay another bribe in the form of a donation to a school for admitting him. Then he had to pay another bribe so that his son could successfully pass his college examination, and go on to join the Bombay Police Force. Finally, he withheld an important municipal license for businessman Sampat, in order to get his consent to marry his advocate daughter, Kamini, with his son.",4.0,
Amaanat,"Action, Drama",5.3,0.2383,26-09-1994,"Sanjay Dutt, Akshay Kumar, Heera Rajgopal, Kanchan, Kiran Kumar","In a small village having mostly aged people, there has not been any rainfall for the past 3 years. A youngster wanting to be the leader of the village (Sanjay Dutt) has to free the village people from this calamity. The people of the village beg a rich master for water but in vain. So the hero has to go the to city to buy a water tube. In the city all his belongings including his money has been stolen. Then he rescues a guy who was getting beaten up by thieves. They become good friends and they help each other.",1.0,
Hum Paanch,"Action, Drama",6.9,0.2356,27-11-1980,"Sanjeev Kumar, Shabana Azmi, Mithun Chakraborty, Deepti Naval, Naseeruddin Shah","Tyrannical and wealthy Veer Pratap Singh, rules over a small town - ruthlessly. Whoever opposes him is crushed. He is attracted to women, and has a lengthy affair with Soundariya, and even has a secret marriage ceremony with her. When Soundariya gets pregnant, he asks her to abort the child. When she refuses, he shuns her, and denies ever having married her or even being intimate with her. Her brothers attempt to get justice, but are dealt with ruthlessly by Pratap Singh's bodyguard, Bhima. Soundariya then must garner support of herself, and must find someone who can stand up to Veer Pratap Singh and end his tyranny, in a town with men who have been subdued for eons by Veer Pratap Singh and his men for eons.",8.0,
Paap Ka Ant,"Action, Drama",5.5,0.893,08-12-1989,"Rajesh Khanna, Hema Malini, Govinda, Madhuri Dixit, Ranjeet Bedi",,2.0,
Yeh Desh,"Action, Drama",8.0,0.7633,24-02-1984,"Jeetendra, Kamal Haasan, Zeenat Aman, Geetha, Vinod Mehra","Chandramohan Azad, a union leader, is framed for a murder and gets sentenced. However, after getting exonerated, he decides to fight against his brother-in-law who is now a corrupt MLA.",4.0,
Hukumat,"Action, Drama",5.0,0.223,27-03-1987,"Dharmendra, Shammi Kapoor, Sadashiv Amrapurkar, Rati Agnihotri, Prem Chopra",The town of Shantinagar is terrorized by D.B.D.N who likes to kill people for his will. A daredevil cop enters the town.,1.0,
Khud-Daar,"Action, Drama",7.0,0.22,12-02-1982,"Amitabh Bachchan, Sanjeev Kumar, Vinod Mehra, Parveen Babi, Bindiya Goswami","Khud-Daar is a 1982 Indian Hindi movie directed by Ravi Tandon. The music is by Rajesh Roshan and the lyrics by Majrooh Sultanpuri. The film stars Amitabh Bachchan, Parveen Babi, Vinod Mehra, Sanjeev Kumar, Prem Chopra, Mehmood, Bindiya Goswami and Tanuja in pivotal roles. It was remade in Tamil as Padikkadhavan which starred Rajinikanth and in Telugu as Driver Babu with Sobhan Babu.",3.0,
Jugnu,"Action, Drama",5.0,0.2184,29-08-1973,"Dharmendra, Hema Malini, Pran Sikand, Prem Chopra, Mehmood","Ashok Roy, a wealthy and respected member of his community, moonlights as a disguise-wearing philanthropist while his alter ego, Jugnu, robs others to finance his orphanage.",2.0,
Jaandar,"Action, Drama",0.0,0.2176,18-05-1979,"Vinod Mehra, Amjad Khan, Bindiya Goswami, Mahendra Sandhu, Jeetendra","Jaandaar (English: Lively; Hindi: ) is a 1979 Bollywood Action film, produced and directed by S.K. Lutha under the Kareer Films banner. It stars Vinod Mehra, Bindiya Goswami, Amjad Khan, Mahendra Sandhu in the lead roles while Jeetendra has given a special appearance and the music was composed by Kalyanji Virji Shah.",0.0,
Karamyudh,"Action, Drama",9.8,0.2166,04-01-1985,"Mithun Chakraborty, Anita Raj, Amrish Puri, Pran Sikand, Parveen Babi","Geeta is proud of her police inspector husband, Ashwini, who is honest and diligent. But that pride soon turns to sorrow, as he is shot and killed right outside their doorstep. Devastated by his death, Geeta brings up her son, Vijay, and ensures that he gets employed with the city's police force. Vijay is honest and diligent as his father was, and is assigned to rein the ring-leader named ""Spider"". His investigations lead him to suspect a very close friend of his father, Sohanlal Puri, one who had come forward and honored him with a gold medal, one who is rich and influential beyond compare, and quite capable of killing again to maintain his position.",2.0,
Sham Ghansham,"Action, Drama",9.5,0.2111,01-01-1998,"Rakhee Gulzar, Chandrachur Singh, Arbaaz Khan, Priya Gill, Pooja Batra","Satyadev Singh lives with his wife, Ganga, and two sons, Sham and Ghansham, and their family leads a fairly comfortable life. Things turn for the worse for them when a new corrupt Collector named Bhim Singh enters their region. Satyadev is killed, and Ganga has to flee with her children away from this region, and from Bhim Singh. Years later, Sham and Ghansham have grown up and would like to avenge their father's death. Their quest takes them to Collector Bhim Singh and his men, who are ready to let history repeat itself, by killing the sons of Satyadev Singh.",2.0,
Beqabu,"Action, Drama",8.3,0.2099,13-10-1996,"Sanjay Kapoor, Mamta Kulkarni, Amrish Puri, Shakti Kapoor, Himani Shivpuri",Story about a man whose past comes back to haunt him.,3.0,
Phaansi,"Action, Drama",6.0,0.2095,04-03-1978,"Shashi Kapoor, Ranjeet Bedi, Pran Sikand, Jeevan Dhar, Iftekhar","In seeking to avenge his father's murder, a young man puts an entire village at risk of retribution.",1.0,
Azaad Desh Ke Gulam,"Action, Drama",7.0,1.0813,06-04-1990,"Rekha, Rishi Kapoor, Jackie Shroff, Prem Chopra, Pran Sikand",,3.0,
Sher-E-Hindustan,"Action, Drama",0.0,0.2001,16-01-1998,"Mithun Chakraborty, Gulshan Grover, Tej Sapru, Puneet Issar, Hemant Birje","Honest police inspector Kranti Kumar takes charge of a police station in a small village where mafia don Choudhary Charannath and his gang terrorises the villagers. Kranti takes hard steps against them. Naina falls in love with Kranti. One day Naina comes to Kranti's home, dressed in a Police inspector's uniform, teases Kranti. Kranti accidentally slaps Naina. Naina falls on the bed, trying to bluff Kranti as she becomes unconscious. Meanwhile, Kranti covers Naina with a mattress and removes the police uniform from Naina's body and then Naina wakes up. A fight starts between one man army Kranti and Choudhury's henchmen and at last Kranti defeat Charannath and kills him.",0.0,
Andhaa Kaanoon,"Action, Drama",7.2,0.2001,08-04-1983,"Rajinikanth, Hema Malini, Reena Roy, Amitabh Bachchan, Pran Sikand","When his parents are killed by three men, Amar, Akbar and Anthony, Vijay teams up with a forest officer who was framed in a murder case to avenge their deaths.",10.0,
Karmayogi,"Action, Drama",5.0,0.2,01-01-1978,"Mala Sinha, Raaj Kumar, Jeetendra, Rekha, Reena Roy","Brash, outspoken, and aethiest Shanker lives in a small village with his son, Mohan, and his devout wife, Durga, who is expecting another child soon. One day Shanker decides to leave and takes Mohan with him, leaving a pregnant Durga alone. Years go by, both Mohan and Ajay have grown up. Mohan and Shanker operate a crime syndicate, partnering with Keshavlal, a notorious gangster. Ajay operates a publicatin called Karmayogi, in which he publishes news and information about crime and criminals, and does an expose on Keshavlal. Mohan and Shanker want a bigger stake in the share, which Keshav agrees to, but arranges for Shanker to get killed, and blames it on Ajay. When Shanker is killed, Mohan swears to avenge his father's death and begins the trek of locating and killing Ajay.",1.0,
Param Dharam,"Action, Drama",9.5,0.1994,13-11-1987,"Mithun Chakraborty, Amrish Puri, Moushumi Chatterjee, Mandakini, Divya Rana","Savitri (Moushumi Chatterjee) falls in love with Vijay (Mithun Chakraborty), who saves her sister from a dacait named Shamshera (Amrish Puri). Both get very intimate, and then decide to marry. Before the marriage could take place, Shamshera kills Vijay, and Savitri gives birth to a baby boy, but is told that the child was born dead. She then marries Thakur Prem Singh (Navin Nischal), who is responsible for blinding Shamshera in one eye, and sending him to prison. Subsequently Savitri gives birth to another baby boy, Rajesh (Sumit Saigal). Years later, she comes across a young man named Ravi (also Mithun Chakraborty)",2.0,
Insaniyat Ke Dushman,"Action, Drama",0.0,0.1935,02-01-1987,"Dharmendra, Shatrughan Sinha, Anita Raj, Dimple Kapadia, Raj Babbar","Jagmohan, a prominent businessman with underworld dealings, approaches renowned advocate Kailash Nath, to represent his son who has been charged with murder and may face the death penalty. Kailash refuses to do so, and Jagmohan's son is hanged. Angered, Jagmohan kills Kailash's wife, Laxmi and child in front of him, and escapes. He is eventually arrested and brought to trial, but is found not guilty. Kailash decides to avenge this on his own, but Jagmohan has left the country. On his arrival back, Kailash carries out his vendetta against him, and Jagmohan is charged with killing a man, arrested, found guilty, and sentenced to die. Thus Kailash carries out his vengeance against Jagmohan. Now Kailash is faced with advocate Ajay Verma, who has molested his sister, Shilpa. Watch how Kailash's anger spotlights Ajay, and wreck havoc and chaos in his life. And there is no one on Earth who can possibly save Ajay from Kailash's wrath.",0.0,
Jeena Sirf Merre Liye,"Action, Drama",4.4,0.1919,20-11-2002,"Kareena Kapoor Khan, Tusshar Kapoor, Mallika Sherawat, Vijayendra Ghatge, Kader Khan","Pinky alias Pooja Malhotra (Kareena Kapoor) and Karan (Tusshar Kapoor) are childhood sweethearts. During this time they exchange vows that they will live for each other only. They separate shortly after but they do not forget their vows. Pooja frantically searches for her sweetheart, but to no avail. She finally decides to write her own story in a the form of a love story. This story turns out to be very popular, and Pooja does get to meet Karan, only to find out that he has a girlfriend by the name of Seema.",8.0,
Aaj Ka Daur,"Action, Drama",9.0,0.1878,06-12-1985,"Jackie Shroff, Padmini Kolhapure, Prem Chopra, Nirupa Roy, Kader Khan","This film is about a university graduate Jackie Shroff, who can get no better job than a petrol pump employee, a girl Padmini Kolhapure, who is struggling to pay for college, and others in a building owned by Prem Chopra, who attempts to evict them with the help of Shakti Kapoor.",1.0,
Geraftaar,"Action, Drama",6.125,0.1872,13-09-1985,"Amitabh Bachchan, Kamal Haasan, Madhavi, Rajinikanth, Poonam Dhillon","Brothers Karan and Kishan are separated when Karan is framed for a murder, leading him to commit suicide. But, he is saved and grows up to become a cop. Years later, Kishan too is framed for a crime.",8.0,
Chhoriyan Chhoron Se Kam Nahi Hoti,"Action, Drama",5.0,0.1865,17-05-2019,"Annirudh Dave, Rashmi Singh Somvanshi, Sapna Choudhary, Satish Kaushik, Vidhi Deshwal","The story of a village in Haryana centered around a girl's struggle to study and become an IPS Officer. Despite, getting no support from her father at home, who thinks Girls are only meant to stay at home.",1.0,
Paap Ko Jalaa Kar Raakh Kar Doonga,"Action, Drama",5.0,0.1838,24-09-1988,"Dharmendra, Govinda, Anita Raj, Farha Naaz, Kulbhushan Kharbanda","Bachelor Shankar Saxena lives with his elder brother, Chief Engineer Vinay, his wife, Kavita, and their daughter of marriageable age, Pooja. Shankar is an undercover CBI Officer, a fact that was hidden from the rest of the family, until only recently. Vinay would like Pooja to get married to Deepak Malhotra, who works in his office, and is quite unaware that Deepak and Pooja have already met and are very much in love. Although Deepak comes from a poor family, and lives with his widowed and blind mother, Vinay does not foresee this as a problem. Then suddenly things change dramatically when Vinay suspects Deepak of accepting bribes from a corrupt builder named Shaadilal, fires Deepak, pending a police investigation. And to make matters worse, Shankar too is aware of Deepak - not as a groom for his niece, but as a suspect for murder!! But before he could arrest Deepak, he must execute a warrant for the arrest of none other than Vinay himself.",1.0,
Rahu Ketu,"Action, Drama",0.0,0.1837,24-06-1978,"Shashi Kapoor, Premnath Malhotra, Bindu Desai, Aruna Irani, Rekha","Concerned over the rising death of low-caste people in a remote town in India, the Central Bureau of Investigation assigns this task to Inspector Ravi Kapoor and instructs him to go incognito to investigate these deaths. Upon arrival, Ravi is received by Collector Rahu Nath, to whom Ravi introduces himself as a Horticulturist. Thereafter Ravi lives in a small house that was owned by a man named Mohandas, who had died under mysterious circumstances. Mohandas' children, Tulsi and her brother live there now. Ravi and Tulsi fall in love with each other, Ravi offers them all possible protection if Tulsi and her brother help him with the investigation, to which Tulsi agrees. Before Ravi could take any steps he is arrested by the local Police Inspector Thakur and lodged in a cell. And the only way he can get out by revealing his identity - which can seriously jeopardize the entire investigation.",0.0,
