Title,Genres,Rating,Popularity,Release Date,Cast,Overview,Vote_Count,TMDB_ID
They Live,"Science Fiction, Action",7.306,9.4123,04-11-1988,"Roddy Piper, Keith David, Meg Foster, George Buck Flower, Peter Jason",A lone drifter stumbles upon a unique pair of sunglasses that reveal aliens are systematically gaining control of the Earth by masquerading as humans and lulling the public into submission.,3596.0,
Quantum of Solace,"Adventure, Action, Thriller, Crime",6.342,11.9158,29-10-2008,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini","Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",8711.0,
Legends of the Fall,"Drama, Western, Romance, War, Action",7.392,5.6623,23-12-1994,"Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond, Henry Thomas","In early 20th-century Montana, Col. William Ludlow lives on a ranch in the wilderness with his sons, Alfred, Tristan, and Samuel. Eventually, the unconventional but close-knit family are bound by loyalty, tested by war, and torn apart by love, as told over the course of several decades in this epic saga.",2694.0,
Charlie's Angels,"Action, Adventure, Comedy, Crime, Thriller",5.8,5.7644,02-11-2000,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell","The captivating crime-fighting trio who are masters of disguise, espionage and martial arts are back! When a devious mastermind embroils them in a plot to destroy individual privacy, the Angels, aided by their loyal sidekick Bosley, set out to bring down the bad guys. But when a terrible secret is revealed, it makes the Angels targets for assassination.",4290.0,
The Bank Job,"Thriller, Crime, Drama",6.833,5.8072,28-02-2008,"Jason Statham, Saffron Burrows, Stephen Campbell Moore, Daniel Mays, James Faulkner","Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime.",2433.0,
The Lighthouse,"Drama, Fantasy, Thriller",7.5,5.1596,18-10-2019,"Robert Pattinson, Willem Dafoe, Valeriia Karaman, Logan Hawkes, Kyla Nicolle",Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,5174.0,
Dr. No,"Adventure, Action, Thriller",6.999,5.603,07-10-1962,"Sean Connery, Ursula Andress, Joseph Wiseman, Jack Lord, Anthony Dawson","Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",3786.0,
The Dark Tower,"Fantasy, Action, Science Fiction",5.779,5.7333,03-08-2017,"Idris Elba, Matthew McConaughey, Tom Taylor, Claudia Kim, Fran Kranz",A boy haunted by visions of a parallel world aids its disillusioned guardian in preventing the destruction of the nexus of universes known as the Dark Tower.,5289.0,
Olympus Has Fallen,"Action, Thriller",6.405,6.0391,20-03-2013,"Gerard Butler, Aaron Eckhart, Finley Jacobsen, Dylan McDermott, Rick Yune","When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster.",6756.0,
The Day of the Jackal,"Action, Thriller",7.54,5.4025,16-05-1973,"Edward Fox, Terence Alexander, Michel Auclair, Alan Badel, Tony Britton","An international assassin known as The Jackal is employed by disgruntled French generals to kill President Charles de Gaulle, with a dedicated gendarme on the assassins trail.",625.0,
Dredd,"Action, Science Fiction",6.845,5.703,07-09-2012,"Karl Urban, Olivia Thirlby, Lena Headey, Wood Harris, Langley Kirkwood","In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isnt as easy as it seems in this explosive adaptation of the hugely popular comic series.",5236.0,
Rogue One: A Star Wars Story,"Action, Adventure, Science Fiction",7.501,5.7481,14-12-2016,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen, Jiang Wen",A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,15772.0,
Journey 2: The Mysterious Island,"Adventure, Action, Science Fiction",6.145,10.9493,19-01-2012,"Dwayne Johnson, Josh Hutcherson, Vanessa Hudgens, Luis Guzmn, Michael Caine","Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",4596.0,
Waterworld,"Adventure, Action, Science Fiction",6.2,5.4729,28-07-1995,"Kevin Costner, Dennis Hopper, Jeanne Tripplehorn, Tina Majorino, R. D. Call","In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland'which is tattooed on Enola's back.",3830.0,
The Impossible,"Drama, Thriller, History",7.367,5.7801,09-09-2012,"Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin, Oaklee Pendergast","In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",6436.0,
Looper,"Action, Thriller, Science Fiction",6.893,4.993,26-09-2012,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano, Noah Segan","In the year 2044, time travel has not yet been invented but in 30 years it will have been. When the mob wants to get rid of someone, they will send their target into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",10428.0,
Morbius,"Action, Science Fiction, Fantasy",6.0,5.8843,30-03-2022,"Jared Leto, Matt Smith, Adria Arjona, Jared Harris, Tyrese Gibson","Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",4543.0,
Friday,"Comedy, Drama",7.124,5.58,26-04-1995,"Ice Cube, Chris Tucker, Nia Long, Tommy Lister Jr., John Witherspoon","Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",1900.0,
Love and Monsters,"Comedy, Adventure, Science Fiction",7.288,6.2261,16-10-2020,"Dylan O'Brien, Jessica Henwick, Michael Rooker, Dan Ewing, Ariana Greenblatt","Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",4201.0,
Mystic River,"Thriller, Crime, Drama, Mystery",7.746,5.5936,07-10-2003,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden",The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.,6980.0,
Polar,"Action, Crime, Drama",6.327,5.3037,25-01-2019,"Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Inga Cadranel, Fei Ren","When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",2315.0,
The Book of Life,"Animation, Adventure, Comedy, Family, Fantasy",7.5,5.5916,01-10-2014,"Diego Luna, Channing Tatum, Zoe Saldaa, Christina Applegate, Eugenio Derbez","The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",2790.0,
Puss in Boots,"Animation, Family, Fantasy, Adventure, Comedy, Action",6.616,17.7906,27-10-2011,"Antonio Banderas, Salma Hayek Pinault, Zach Galifianakis, Billy Bob Thornton, Amy Sedaris","Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",4724.0,
Starship Troopers,"Adventure, Action, Thriller, Science Fiction",7.118,13.2751,07-11-1997,"Casper Van Dien, Dina Meyer, Denise Richards, Jake Busey, Neil Patrick Harris","Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs.""",5657.0,
Planet of the Apes,"Science Fiction, Adventure, Drama, Action",7.647,5.8076,07-02-1968,"Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans, James Whitmore","Astronaut Taylor crash lands on a distant planet ruled by apes who use a primitive race of humans for experimentation and sport. Soon Taylor finds himself among the hunted, his life in the hands of a benevolent chimpanzee scientist.",3715.0,
Airplane!,Comedy,7.305,5.8067,02-07-1980,"Robert Hays, Julie Hagerty, Leslie Nielsen, Kareem Abdul-Jabbar, Lloyd Bridges",An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,4722.0,
Dragons: Gift of the Night Fury,"Animation, Comedy, Adventure, Family",7.2,5.8017,15-11-2011,"Jay Baruchel, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill",Hiccup and Toothless go on an exciting adventure and discover an island of new dragons.,401.0,
Blade: Trinity,"Action, Horror, Science Fiction",5.861,5.7974,08-12-2004,"Wesley Snipes, Jessica Biel, Ryan Reynolds, Kris Kristofferson, Dominic Purcell","For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existedThe Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting himthe original vampire, Dracula.",4067.0,
Never Back Down,"Drama, Action",6.778,8.0036,04-03-2008,"Sean Faris, Amber Heard, Cam Gigandet, Djimon Hounsou, Evan Peters","Jake, full of anger after his father's death, is just starting to find a place for himself at his new Orlando high school - until Ryan, head of an underground MMA fight club, picks Jake out as a prime opponent. After being trounced by Ryan in front of the entire school, Jake begins training under the firm, moral guidance of a MMA master, where he learns how to fight... and how to avoid a fight. But it becomes obvious that a rematch will be inevitable if Jake wants to stop Ryan and his bullying, once and for all.",2546.0,
American Pie Presents: The Naked Mile,Comedy,5.509,5.7897,01-12-2006,"John White, Jessy Schram, Steve Talley, Christopher McDonald, Eugene Levy","When Erik Stifler realizes that he's the only Stifler family member who might graduate high school a virgin, he decides to live up to his legacy. After some well-meaning advice from Jim's dad, Erik's ready to take his chances at the annual and infamous Naked Mile race, where his devoted friends and some uninhibited sorority girls will create the most outrageous weekend ever.",2084.0,
Tinker Bell and the Pirate Fairy,"Animation, Family",7.0,7.1244,13-02-2014,"Mae Whitman, Christina Hendricks, Tom Hiddleston, Lucy Liu, Raven-Symon","Zarina, a smart and ambitious dust-keeper fairy who’s captivated by Blue Pixie Dust and its endless possibilities, flees Pixie Hollow and joins forces with the scheming pirates of Skull Rock, who make her captain of their ship. Tinker Bell and her friends must embark on an epic adventure to find Zarina, and together they go sword-to-sword with the band of pirates led by a cabin boy named James, who’ll soon be known as Captain Hook himself.",1105.0,
Solo: A Star Wars Story,"Science Fiction, Adventure, Action",6.56,5.7887,15-05-2018,"Alden Ehrenreich, Joonas Suotamo, Woody Harrelson, Emilia Clarke, Donald Glover","Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",8870.0,
The Loft,Thriller,6.423,5.7761,14-10-2014,"Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet, Matthias Schoenaerts","For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.",1503.0,
Book of Dragons,"Fantasy, Animation, Action, Comedy, Family",6.757,5.7614,15-11-2011,"Jay Baruchel, Craig Ferguson, America Ferrera, Christopher Mintz-Plasse, Jim Cummings","So you want to be a dragon trainer do you? Prepare yourself for adventure, excitement and training as Hiccup, Astrid, Toothless and Gobber tell the legend behind the Book of Dragons and reveal insider training secrets about new, never-before-seen dragons.",185.0,
The Descent,"Adventure, Horror",6.969,5.7575,08-07-2005,"Shauna Macdonald, Natalie Mendoza, Alex Reid, MyAnna Buring, Saskia Mulder","After a personal tragedy, Sarah joins her friends on a caving expedition in the Appalachian Mountains. But when a rockfall traps them deep underground, their adventure turns into a nightmare. As they search for a way out, the group discovers they are not alonelurking in the darkness are savage, cave-dwelling creatures. With rising tension and dwindling trust, the women must fight to survive against both the predators and each other.",4081.0,
Wrath of the Titans,"Fantasy, Adventure, Action",5.772,11.9765,28-03-2012,"Sam Worthington, Liam Neeson, Ralph Fiennes, Rosamund Pike, Bill Nighy","Perseus tries to live a quieter life as a village fisherman while – dangerously weakened by humanity's lack of devotion – the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.",4587.0,
Insidious: Chapter 2,"Horror, Thriller",6.7,5.7563,12-09-2013,"Patrick Wilson, Rose Byrne, Lin Shaye, Ty Simpkins, Barbara Hershey",The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,4362.0,
Superman IV: The Quest for Peace,"Action, Adventure, Science Fiction",4.6,5.756,24-07-1987,"Christopher Reeve, Margot Kidder, Gene Hackman, Mariel Hemingway, Jackie Cooper","With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",1320.0,
Miss Congeniality,"Comedy, Crime, Action",6.528,9.3203,22-12-2000,"Sandra Bullock, Benjamin Bratt, Michael Caine, Candice Bergen, William Shatner","When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",4306.0,
After Everything,"Romance, Drama",6.882,11.144,13-09-2023,"Hero Fiennes Tiffin, Josephine Langford, Mimi Keene, Stephen Moyer, Louise Lombard","Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",1015.0,
21,"Drama, Crime",6.689,5.7507,27-03-2008,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira","Ben Campbell is a young, highly intelligent student at M.I.T. who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine to become a doctor, Ben learns that he cannot afford the $300,000 tuition as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor to a small but secretive club of five students, Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa to count cards at blackjack.",4800.0,
Classified,"Action, Thriller",5.579,4.1241,19-09-2024,"Aaron Eckhart, Tim Roth, Abigail Breslin, Matt Hookings, Lucky Ali","Operating alone in the field for more than 20 years, a CIA hitman uses the ""Help Wanted"" section of the newspapers to get his orders from the Agency. His long-lost daughter, now a UK MI6 analyst, tracks him down to deliver shocking news: his CIA boss has been dead for years and the division long since shut down. Together, they set out to discover whose orders he's been executing.",214.0,
Knowing,"Action, Mystery, Science Fiction, Thriller",6.228,5.7485,19-03-2009,"Nicolas Cage, Rose Byrne, Chandler Canterbury, Ben Mendelsohn, Nadia Townsend",A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,5505.0,
The Adam Project,"Adventure, Science Fiction, Action, Comedy",7.016,5.7393,11-03-2022,"Ryan Reynolds, Walker Scobell, Mark Ruffalo, Jennifer Garner, Zoe Saldaa","After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",4585.0,
True Grit,"Drama, Adventure, Western",7.309,5.739,22-12-2010,"Jeff Bridges, Hailee Steinfeld, Matt Damon, Josh Brolin, Barry Pepper","Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can finda man with 'true grit'Reuben J. 'Rooster' Cogburn.",5431.0,
Addams Family Values,"Comedy, Family, Fantasy",6.981,11.5774,19-11-1993,"Anjelica Huston, Ral Juli, Christopher Lloyd, Joan Cusack, Christina Ricci","Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",3386.0,
The Gentlemen,"Comedy, Crime",7.68,5.7385,01-01-2020,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery, Jeremy Strong, Lyne Renee","American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that hes looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",6154.0,
The Nice Guys,"Comedy, Crime, Action",7.125,5.7362,15-05-2016,"Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer, Margaret Qualley",A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,8196.0,
The Punisher,"Action, Crime, Drama",6.4,5.2476,15-04-2004,"Thomas Jane, John Travolta, Will Patton, Roy Scheider, Laura Harring","When undercover FBI agent Frank Castle's wife and son are slaughtered, he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.",2954.0,
Sully,"Drama, History",7.197,5.2493,07-09-2016,"Tom Hanks, Aaron Eckhart, Anna Gunn, Holt McCallany, Mike O'Malley","On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River, saving the lives of all 155 souls aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",7398.0,
Anaconda,"Adventure, Horror, Thriller",5.238,5.0969,11-04-1997,"Jennifer Lopez, Ice Cube, Jon Voight, Eric Stoltz, Jonathan Hyde","A 'National Geographic' film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest  and deadliest  snake.",2580.0,
The Babadook,"Drama, Horror",6.524,6.2078,22-05-2014,"Essie Davis, Noah Wiseman, Hayley McElhinney, Daniel Henshall, Barbara West","A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.",6159.0,
The Lego Batman Movie,"Animation, Action, Comedy, Family",7.227,5.8305,08-02-2017,"Will Arnett, Michael Cera, Rosario Dawson, Ralph Fiennes, Zach Galifianakis","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",5164.0,
Over the Hedge,"Family, Comedy, Animation",6.6,17.6976,17-05-2006,"Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes, William Shatner","A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.",4950.0,
The Surfer,"Thriller, Drama",6.082,5.3259,11-04-2025,"Nicolas Cage, Julian McMahon, Justin Rosniak, Alexander Bertrand, Rahel Romahn","A man returns to the idyllic beach of his childhood to surf with his son. When he is humiliated by a group of locals, the man is drawn into a conflict that keeps rising and pushes him to his breaking point.",120.0,
American Pie Presents: Girls' Rules,Comedy,6.179,5.3016,06-10-2020,"Madison Pettis, Lizze Broadway, Piper Curda, Natasha Behnam, Darren Barnet","It's Senior year at East Great Falls. Annie, Kayla, Michelle, and Stephanie decide to harness their girl power and band together to get what they want their last year of high school.",663.0,
"Paris, Texas",Drama,8.1,4.5051,16-07-1984,"Harry Dean Stanton, Nastassja Kinski, Dean Stockwell, Hunter Carson, Aurore Clment","A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",2010.0,
Saw III,"Horror, Thriller, Crime",6.4,9.3852,26-10-2006,"Tobin Bell, Shawnee Smith, Angus Macfadyen, Bahar Soomekh, Donnie Wahlberg","Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detectives scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",5057.0,
The Naked Gun 2: The Smell of Fear,"Comedy, Crime",6.819,8.529,28-06-1991,"Leslie Nielsen, Priscilla Presley, George Kennedy, O. J. Simpson, Robert Goulet","Bumbling lieutenant Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",2849.0,
Willy Wonka & the Chocolate Factory,"Family, Fantasy, Comedy",7.484,10.1441,29-06-1971,"Gene Wilder, Peter Ostrum, Jack Albertson, Paris Themmen, Nora Denney","When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",4043.0,
Treasure Planet,"Science Fiction, Adventure, Animation, Family, Fantasy",7.56,5.4425,26-11-2002,"Joseph Gordon-Levitt, Brian Murray, Emma Thompson, David Hyde Pierce, Martin Short","When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.",4375.0,
Borat Subsequent Moviefilm,Comedy,6.439,5.6639,23-10-2020,"Sacha Baron Cohen, Maria Bakalova, Tom Hanks, Dani Popescu, Manuel Vieru","14 years after making a film about his journey across the USA, Borat risks life and limb when he returns to the United States with his young daughter, and reveals more about the culture, the COVID-19 pandemic, and the political elections.",2654.0,
Species,"Science Fiction, Horror, Action",6.0,4.9817,07-07-1995,"Natasha Henstridge, Ben Kingsley, Michael Madsen, Marg Helgenberger, Alfred Molina","In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",1711.0,
Slumdog Millionaire,"Drama, Romance",7.7,5.9132,12-11-2008,"Dev Patel, Freida Pinto, Madhur Mittal, Anil Kapoor, Mahesh Manjrekar","A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".",10855.0,
Sin City,"Crime, Action",7.463,5.2751,01-04-2005,"Bruce Willis, Jessica Alba, Clive Owen, Mickey Rourke, Rutger Hauer","Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark Hard-boiled. Then there are those who call it home  Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",8392.0,
The Kissing Booth 2,"Comedy, Romance",7.599,6.8548,24-07-2020,"Joey King, Jacob Elordi, Joel Courtney, Molly Ringwald, Taylor Zakhar Perez","With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",5166.0,
Primal Fear,"Crime, Drama, Mystery, Thriller",7.659,13.7542,06-03-1996,"Richard Gere, Laura Linney, Edward Norton, John Mahoney, Alfre Woodard","Defense attorney Martin Vail takes on jobs for money and prestige rather than any sense of the greater good. His latest case involves an altar boy, accused of brutally murdering the archbishop of Chicago. Vail finds himself up against his ex-pupil and ex-lover, but as the case progresses and the Church's dark secrets are revealed, Vail finds that what appeared a simple case takes on a darker, more dangerous aspect.",4102.0,
Texas Chainsaw 3D,"Horror, Thriller",5.473,5.6967,03-01-2013,"Alexandra Daddario, Dan Yeager, Trey Songz, Tania Raymonde, Paul Rae","A young woman learns that she has inherited a Texas estate from her deceased grandmother.After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansions dank cellars.",1732.0,
The A-Team,"Action, Comedy, Crime",6.405,5.6951,09-06-2010,"Liam Neeson, Bradley Cooper, Jessica Biel, Quinton 'Rampage' Jackson, Sharlto Copley","A man who loves when a plan comes together, Col. Hannibal Smith leads a close-knit team of elite operatives and Iraq War veterans. Framed for a crime they didn't commit, Smith and his men, Capt. H.M. Howling Mad Murdock , Sgt. Bosco B.A. Baracus, and Lt. Templeton Faceman Peck, break out and go rogue, using their special talents to clear their names and find the perpetrator. Hot on their trail is Capt. Charissa Sosa, who was once involved with a member of Smith's team and has sworn to capture them, no matter what it takes.",4773.0,
Alice Through the Looking Glass,"Adventure, Family, Fantasy",6.568,11.726,25-05-2016,"Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Sacha Baron Cohen",Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.,6861.0,
The Cat in the Hat,"Family, Fantasy, Comedy, Adventure",5.294,5.6887,21-11-2003,"Mike Myers, Dakota Fanning, Spencer Breslin, Kelly Preston, Alec Baldwin","During a rainy day, and while their mother is out, Conrad and Sally, and their pet fish, are visited by the mischievous Cat in the Hat. Fun soon turns to mayhem, and the siblings must figure out how to rid themselves of the maniacal Cat.",1716.0,
Gifted,"Drama, Comedy",8.0,10.8579,07-04-2017,"Chris Evans, Mckenna Grace, Lindsay Duncan, Jenny Slate, Octavia Spencer","Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",6036.0,
Meet the Robinsons,"Animation, Comedy, Family",6.942,10.8451,23-03-2007,"Daniel Hansen, Jordan Fry, Wesley Singerman, Matthew Josten, Stephen J. Anderson","Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",3213.0,
Harry Potter 20th Anniversary: Return to Hogwarts,Documentary,7.306,5.6822,01-01-2022,"Daniel Radcliffe, Rupert Grint, Emma Watson, Bonnie Wright, Matthew Lewis","An enchanting making-of story told through all-new in-depth interviews and cast conversations, inviting fans on a magical first-person journey through one of the most beloved film franchises of all time.",3423.0,
Texas Chainsaw Massacre,Horror,5.2,5.6788,18-02-2022,"Sarah Yarkin, Elsie Fisher, Mark Burnham, Jacob Latimore, Moe Dunford","After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",1534.0,
Cloverfield,"Action, Thriller, Science Fiction",6.698,5.6758,15-01-2008,"Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David, Mike Vogel","Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",7376.0,
The Graduate,"Drama, Romance, Comedy",7.636,5.6735,21-12-1967,"Dustin Hoffman, Anne Bancroft, Katharine Ross, Murray Hamilton, William Daniels",A disillusioned college graduate finds himself torn between his older lover and her daughter.,3478.0,
Star Trek Beyond,"Action, Adventure, Science Fiction",6.792,10.6877,07-07-2016,"Chris Pine, Zachary Quinto, Karl Urban, Zoe Saldaa, Simon Pegg","The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",7228.0,
